subject.auto(),number.string(),name.auto(),section.string(),crn.string(),slot.string(),days.auto(),starttime.auto(),endtime.auto(),roombuild.auto(),roomnumber.string(),type.auto(),method.auto(),associatedleclab.string(),phon.auto(),waitlist.auto(),precheck.auto(),reservelifted.auto(),attribute.auto(),credhr.string(),billhr.string(),prime_instr.auto(),secnd_instr.auto(),availto.auto(),reservefordegree.auto(),reserveformajor.auto(),reserveforminor.auto(),xlist.auto()
STAT,1510,"Statistical Thinking&Concep",001,92481,03,"M,W,F",1000,1050,C,3033,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,A Hatefi,,,,,,
STAT,2410,"Intro to Probability Theory",004,98769,08,"M,W,F",1500,1550,SN,3042,LEC,IP,"002,005,003","Y,Y",N,Y,,,3,3,C Cigsar,,,,,,
STAT,2410,"Laboratory",005,98770,99,,,,,,LAB,IP,"004,001","Y,Y",N,Y,,,0,NA,,,,,,,
STAT,2500,"Stats for Business & Arts",001,60812,20,"T,R",1530,1645,ED,1020,LEC,IP,"002,003,004,058,006,057,005","Y,Y",Y,Y,,L Q,3,3,H Wang,,,,,,
STAT,2500,"Laboratory",002,60813,,"W",0900,1020,C,2003,LAB,IP,"056,001","Y,Y",N,N,,,0,NA,,,,,,,
STAT,2500,"Laboratory",003,62047,,"W",1200,1320,C,2003,LAB,IP,"056,001","Y,Y",N,N,,,0,NA,,,,,,,
STAT,2500,"Laboratory",004,63021,,"W",1030,1150,C,2003,LAB,IP,"056,001","Y,Y",N,N,,,0,NA,,,,,,,
STAT,2500,"Laboratory",005,63413,,"W",1530,1650,C,2003,LAB,IP,"056,001","Y,Y",N,N,,,0,NA,,,,,,,
STAT,2500,"Laboratory",006,68504,,"F",0900,1020,C,2003,LAB,IP,"056,001","Y,Y",N,N,,,0,NA,,,,,,,
STAT,2500,"Stats for Business & Arts",056,98282,G35,"T,R",1900,2015,SN,3058,LEC,IP,"002,003,004,058,006,057,005","Y,Y",Y,Y,,Q,3,3,H Yang,,,,,,
STAT,2500,"Laboratory",057,98475,,"T",2030,2150,,,LAB,IP,"056,001","Y,Y",N,N,,Q,0,NA,,,,,,,
STAT,2500,"Laboratory",058,98476,,"R",2030,2150,,,LAB,IP,"056,001","Y,Y",N,N,,Q,0,NA,,,,,,,
STAT,2550,"Stats for Science Students",001,61266,02,"M,W,F",0900,0950,ED,3034,LEC,IP,"002,004,003","Y,Y",Y,Y,,L Q,3,3,N Zheng,,,,,,
STAT,2550,"Laboratory",002,61267,,"F",1400,1520,C,2003,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
STAT,2550,"Laboratory",003,61268,,"F",1530,1650,C,2003,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
STAT,2550,"Laboratory",004,63614,,"F",1200,1320,C,2003,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
STAT,2560,"Further Stats Science Stude",001,61676,19,"T,R",1400,1515,SN,2098,LEC,IP,"002,004,003","Y,Y",N,Y,,Q,3,3,N Zheng,,,,,,
STAT,2560,"Laboratory",004,98771,,"W",1700,1830,C,2003,LAB,IP,"001","Y,Y",N,Y,,Q,0,NA,,,,,,,
STAT,3520,"Exprmntl Design I",001,92487,05,"M,W,F",1200,1250,SN,2101,LEC,IP,,"Y,Y",Y,Y,,L Q,3,3,A Mulayath Va,,,,,,
STAT,3540,"Time Series I",001,88745,19,"T,R",1400,1515,ED,3030,LEC,IP,,"Y,Y",N,Y,,L Q,3,3,A Oyet,,,,,,
STAT,4530,"Survey Sampling",001,95959,20,"T,R",1530,1645,HH,3017,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,Y Yilmaz - Ci,,,,,,
STAT,4560,"Continuous Multvrt Anlys",001,95960,17,"T,R",0900,1015,SN,4078,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,A Mulayath Va,,,,,,
STAT,4561,"Categorical Data Analysis",002,96932,23,"T,R",1230,1345,SN,4083,LEC,IP,,"Y,Y",Y,Y,,Q,3,3,Z Fan,,,,,,"STAT 6561-001"
STAT,459B,"Statistics Honours Project",001,84824,99,,,,,,IND,IS,,"Y,Y",Y,N,N,L Q,6,3,,,,"BSH","STAT",,
ME,5103,"Chem & Phys Engi Materials",001,94665,,"T,R",1430,1545,EN,2048,LEC,IP,"002","Y,Y",N,Y,N,,3,3,L Morrissey,,,,"ENMC,ENPR",,
ME,5103,"Laboratory",002,98346,,"M,T,W,R,F",0900,1200,EN,1040,LAB,IP,"001","Y,Y",N,N,,,0,NA,L Morrissey,,,,,,
ME,5201,"Mechatronics I",001,94669,07,"M,W,F",1400,1450,EN,2006,LEC,IP,"002","Y,Y",N,Y,N,,3,3,T Zou,,,,"ENMC",,
ME,5201,"Laboratory",002,98347,,"M,T,W,R,F",0900,1200,EN,1020,LAB,IP,"001","Y,Y",N,N,,,0,NA,T Zou,,,,,,
ME,5502,"Fluid Mechanics II",001,94671,,"T,R",1300,1415,EN,2048,LEC,IP,"002","Y,Y",N,Y,N,,3,3,M Bhouri,,,,"ENMC",,
ME,5502,"Laboratory",002,98348,,"M,T,W,R,F",0900,1200,EN,1035,LAB,,"001","Y,Y",N,N,,,0,NA,M Bhouri,,,,,,
ME,5602,"Mechanics of Solids II",001,94667,,"M,W,F",1200,1300,EN,2048,LEC,IP,"002","Y,Y",N,Y,N,,3,3,A Elruby,,,,"ENMC",,
ME,5602,"Laboratory",002,98349,,"T,W,F",0900,1200,EN,1033,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Elruby,,,,,,
ME,8106,"Corrosion & Corrosion Contr",001,94746,,"W",1400,1700,EN,1052,LEC,IP,"002","Y,Y",N,Y,N,,3,3,S Alidokht,,,,"ENMC,ENPR",,
ME,8106,"Laboratory",002,98350,,"R",1400,1700,EN,1020,LAB,IP,"001","Y,Y",N,N,,,0,NA,S Alidokht,,,,,,
ME,8304,"Machine Dynamics",001,96651,18,"T,R",1030,1145,EN,1004,LEC,IP,,"Y,Y",N,Y,N,,3,3,J Yang,,,,"ENMC",,
ME,8305,"Model & Simulation Dynamic",001,94755,19,"T,R",1400,1515,EN,2043,LEC,IP,,"Y,Y",N,Y,N,,3,3,J Yang,,,,"ENMC",,
ME,8406,"Design of Thermal Systems",001,94744,04,"M,W,F",1100,1150,EN,4035,LEC,IP,,"Y,Y",N,Y,N,,3,3,B Nyantekyi-K,,,,"ENMC",,
ME,8407,"Sustainable Energy Systems",001,94761,18,"T,R",1030,1145,EN,2048,LEC,IP,,"Y,Y",N,Y,N,,3,3,K Pope,,,,"ENMC",,
ME,8504,"Computational Fluid Dynamic",001,94757,,"M,T,F",1300,1350,EN,4006,LEC,IP,"002","Y,Y",N,Y,N,,3,3,B Nyantekyi-K,,,,"ENMC",,
ME,8504,"Laboratory",002,98351,,"W",1400,1700,EN,2064,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
ME,8506,"Advanced Fluid Dynamics",001,94759,03,"M,W,F",1000,1050,EN,1001,LEC,IP,,"Y,Y",N,Y,N,,3,3,M Bhouri,,,,"ENMC",,
ME,8604,"Fatigue and Fracture Mechan",001,94750,04,"M,W,F",1100,1150,EN,2048,LEC,IP,,"Y,Y",N,Y,N,,3,3,A Elruby,,,,"ENMC",,
ME,8606,"Mechan Behaviour of Composi",001,94677,02,"M,W,F",0900,0950,EN,1051,LEC,IP,,"Y,Y",N,Y,N,,3,3,S Nakhla,,,,"ENMC",,
ME,8705,"Mechanical Design Project I",001,94748,17,"T,R",0900,1015,EN,2048,LEC,IP,"002","Y,Y",N,Y,N,,3,3,L Morrissey,,,,"ENMC",,
ME,8705,"Laboratory",002,98352,,"M",1400,1700,EN,1020,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
ME,8902,"Arctic Offshore Engineering",001,98443,05,"M,W,F",1200,1250,EN,1003,LEC,IP,,"Y,Y",N,N,N,,3,3,R Taylor,,,"BE","ENMC",,"ENGI 9092-001"
MED,310B,"Human Physiology",001,60715,04,"M,W,F",1100,1150,SN,2109,LEC,,"003,002","Y,Y",Y,Y,N,,6,3,B Stuyvers,,,,"BCML,BHNR,BIOC,BIOL,BNTR","BIOC",
MED,310B,"Laboratory",002,60716,,"T",1400,1700,,,LAB,,"001","Y,Y",N,N,,,0,NA,,,,,,,
MED,310B,"Laboratory",003,97583,,"W",1400,1700,,,LAB,,"001","Y,Y",N,N,,,0,NA,,,,,,,
MEMS,1131,"Intro Ancient Greek II",001,97938,F02,"M,T,W,F",0900,0950,A,1049,LEC,IP,,"Y,Y",Y,Y,,,3,3,K Simonsen,,,,,,"CLAS 1131-001"
MEMS,2600,"Intro to Middle English",001,97636,05,"M,W,F",1200,1250,ED,1005,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Geck,,,,,,"ENGL 2600-001"
MEMS,3200,"Advanced Latin",001,97946,04,"M,W,F",1100,1150,SN,4063,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Nikolic,,,,,,"CLAS 3200-001"
MEMS,3300,"Advanced Ancient Greek",001,97948,99,,,,,,LEC,IP,,"Y,Y",Y,Y,,,3,3,K Simonsen,,,,,,"CLAS 3300-001"
MEMS,3828,"Middle Ages & the Movies",001,97644,04,"M,W,F",1100,1150,A,2071,LEC,IP,,"Y,Y",Y,Y,,,3,3,J Geck,,,,,,"ENGL 3828-001"
MEMS,4601,"Medieval Romance Literature",001,97652,20,"T,R",1530,1645,A,3018,LEC,IP,,"Y,Y",Y,N,,,3,3,W Schipper,,,,,,"ENGL 4601-001"
MUS,1006,"Thinking/Writing Music II",001,79279,18,"T,R",1030,1145,MU,1032,LEC,IP,,"Y,Y",N,Y,N,,3,3,M Forsyth,,,"BMU",,,
MUS,1106,"Elements of Music II",001,86916,03,"M,W,F",1000,1050,MU,2017,LEC,IP,,"Y,Y",Y,Y,N,,3,3,D Vaughan,,,"BMU",,,
MUS,1108,"Material/Tech Tonal Music I",001,61725,03,"M,W,F",1000,1050,MU,1032,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,J Argentino,,,"BMU",,,
MUS,1118,"Aural Skills II",001,61726,,"F",1100,1150,MU,2017,ENS,IP,,"Y,Y",Y,Y,Y,,1,1,,,,"BMU",,,
MUS,1118,"Aural Skills II",002,61728,,"F",1500,1550,MU,2017,ENS,IP,,"Y,Y",Y,Y,Y,,1,1,,,,"BMU",,,
MUS,140B,"Principal Applied Study I",001,61742,07,"M,W,F",1400,1450,,,PSI,IS,,"Y,Y",N,Y,N,,4,2,S Proulx,R Pow,,"BMU",,,
MUS,2006,"Hist West Classical Music I",001,86918,04,"M,W,F",1100,1150,MU,1032,LEC,IP,,"Y,Y",N,Y,N,,3,3,A Smith,,,"BMU",,,
MUS,2108,"Mat/Tech Tonal Music IV",001,67097,03,"M,W,F",1000,1050,MU,2025,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,C Ross,,,"BMU",,,
MUS,2118,"Aural Skills IV",001,90782,,"T,R",0930,1020,MU,2017,ENS,IP,,"Y,Y",Y,Y,Y,,1,1,M Cheramy,,,"BMU",,,
MUS,2118,"Aural Skills IV",002,90780,,"T,R",1030,1120,MU,2017,ENS,IP,,"Y,Y",Y,Y,Y,,1,1,M Cheramy,,,"BMU",,,
MUS,2402,"Functional Keyboard II",001,96661,,"M",1500,1550,MU,1026,ENS,IP,,"Y,Y",Y,Y,N,,1,1,T Payzant,,,"BMU",,,
MUS,2402,"Functional Keyboard II",002,96662,,"T",1500,1550,MU,1026,ENS,IP,,"Y,Y",Y,Y,N,,1,1,T Payzant,,,"BMU",,,
MUS,240A,"Principal Applied Study II",001,98489,07,"M,W,F",1400,1450,,,PSI,IS,,"Y,Y",N,Y,N,,0,2,C Carter,T Del,,"BMU",,,
MUS,240B,"Principal Applied Study II",001,61756,07,"M,W,F",1400,1450,,,PSI,IS,,"Y,Y",N,Y,N,,4,2,C Schiller,R Pow,,"BMU",,,
MUS,2412,"Adv Functional Keyboard II",001,92864,,"R",1500,1550,MU,1026,ENS,IP,,"Y,Y",N,Y,N,,1,1,J Griffioen,,,"BMU",,,
MUS,2412,"Adv Functional Keyboard II",002,98694,,"R",1200,1250,,,ENS,IP,,"Y,Y",N,Y,N,,1,1,J Griffioen,,,"BMU",,,
MUS,2611,"Festival Choir",001,61758,05,"M,W,F",1200,1250,MU,1050,ENS,IP,,"Y,Y",N,N,,,1,1,J Martinec,,,,,,
MUS,2612,"Chamber Choir",001,61759,,"M,W,F",1300,1350,MU,1050,ENS,IP,,"Y,Y",N,N,,,1,1,J Martinec,,,,,,
MUS,2613,"Chamber Orchestra",001,95163,,"T,R",1330,1445,MU,1034,ENS,IP,,"Y,Y",N,N,,,1,1,G Oh,,,,,,"MUS  263B-001"
MUS,2615,"Jazz Orchestra",001,86032,20,"T,R",1530,1645,MU,1034,ENS,IP,,"Y,Y",N,N,,,1,1,F Hoefner,,,,,,
MUS,2616,"Opera Workshop",001,95167,,"T,R",1700,1815,MU,1050,ENS,IP,,"Y,Y",N,N,,,1,1,C Schiller,M Chr,,,,,
MUS,2617,"Opera Workshop",001,95169,,"T,R",1700,1815,MU,1050,ENS,IP,,"Y,Y",N,N,N,,2,2,C Schiller,,,"BMU",,,
MUS,2619,"Wind Ensemble",001,95165,,"M,W",1600,1715,MU,1034,ENS,IP,,"Y,Y",N,N,,,1,1,W Brennan,,,,,,
MUS,263B,"Chamber Orchestra",001,95171,,"T,R",1330,1445,MU,1034,ENS,IP,,"Y,Y",N,N,,,1,1,G Oh,,,,,,"MUS  2613-001"
MUS,265B,"Jazz Orchestra",001,85580,20,"T,R",1530,1645,MU,1034,ENS,IP,,"Y,Y",N,N,N,,1,1,F Hoefner,,,"BMU",,,
MUS,2701,"Lyric Diction II",001,96768,,"R",1500,1550,MU,2025,LEC,IP,,"Y,Y",Y,Y,N,,1,1,M Christie,,,"BMU",,,
MUS,3016,"Music in Canada",001,97917,17,"T,R",0900,1015,MU,1032,LEC,IP,,"Y,Y",Y,Y,N,,3,3,M Forsyth,,,"BMU",,"MUCL",
MUS,3018,"History of Jazz",001,97919,08,"M,W,F",1500,1550,MU,2025,LEC,IP,,"Y,Y",Y,N,N,,3,3,M Micklethwai,,,"BA,BMU","FOLK","MUCL","FOLK 3618-001"
MUS,3100,"Intro to Composition",001,79268,02,"M,W,F",0900,0950,MU,2025,LEC,IP,,"Y,Y",Y,Y,N,,3,3,C Ross,,,"BMU",,,
MUS,3110,"Jazz Theory & Arranging II",001,97921,17,"T,R",0900,1015,MU,2025,LEC,IP,,"Y,Y",Y,Y,N,,3,3,F Hoefner,,,"BMU",,,
MUS,3140,"Composition Seminar",001,89753,18,"T,R",1030,1145,MU,2025,LEC,IP,,"Y,Y",N,Y,N,,3,3,C Ross,,,"BMU","MUCO","MUCO","MUS  4140-001"
MUS,3231,"Flute Techniques",001,97923,,"F",1100,1150,MU,1001,LEC,IP,,"Y,Y",Y,N,N,,1,1,J MacMullin,,,,"MUCP",,
MUS,3301,"Ensemble Leadership II",001,97925,18,"T,R",1030,1145,MU,1034,LEC,IP,,"Y,Y",Y,Y,N,,3,3,W Brennan,J Mar,,"BMU",,,
MUS,3402,"Functional Keyboard IV",001,97926,,"W",1500,1550,MU,1026,ENS,IP,,"Y,Y",Y,Y,N,,1,1,T Payzant,,,"BMU","MUCP",,
MUS,340B,"Principal Applied Study III",001,61786,07,"M,W,F",1400,1450,,,PSI,IS,,"Y,Y",N,Y,N,,4,2,C Carter,S Can,,"BMU",,,
MUS,345B,"Prin Applied Study III-Perf",001,61787,07,"M,W,F",1400,1450,,,PSI,IS,,"Y,Y",N,Y,N,,6,3,T Steeves,C Sch,,,"MUAP",,
MUS,3511,"Chamber Music",001,61788,,"R",1200,1250,,,PSI,IS,,"Y,Y",N,N,N,,1,1,T Steeves,N Coo,,"BMU",,,
MUS,3512,"Chamber Music",001,73699,,"R",1200,1250,,,PSI,IS,,"Y,Y",N,N,N,,2,2,G Oh,T Ste,,"BMU",,,
MUS,3513,"Chamber Music",001,61790,,"R",1200,1250,,,PSI,IS,,"Y,Y",N,N,N,,3,3,J Martinec,N Dah,,"BMU",,,
MUS,3514,"Small Ensemble",001,66787,99,,,,,,PSI,IS,,"Y,Y",N,N,N,,1,1,R Power,,,"BMU",,,
MUS,3517,"World Music Ensemble",001,96667,,"M,W",1100,1150,,,LEC,IP,,"Y,Y",Y,N,N,,1,1,W Brennan,,,"BMU",,,
MUS,4040,"Music and Culture",001,97928,,"M,W,F",1300,1350,MU,2025,LEC,IP,,"Y,Y",Y,N,Y,,3,3,A Smith,,,"BMU",,,"FOLK 4440-001,FOLK 4440-002"
MUS,4095,"Graduating Essay",001,70618,99,,,,,,PSI,IS,,"Y,Y",N,N,N,,3,3,L Chisholm,,,,"MUMU",,
MUS,4115,"Adv Post-Tonal Techniques",001,97930,02,"M,W,F",0900,0950,MU,2017,LEC,IP,,"Y,Y",Y,Y,N,,3,3,J Argentino,,,"BMU",,,
MUS,4140,"Adv Composition Seminar",001,89751,18,"T,R",1030,1145,MU,2025,LEC,IP,,"Y,Y",N,N,N,,3,3,C Ross,,,"BMU","MUCO",,"MUS  3140-001"
MUS,440A,"Principal Applied Study IV",001,98491,07,"M,W,F",1400,1450,,,PSI,IS,,"Y,Y",N,Y,N,,0,2,J Leibel,,,"BMU",,,
MUS,440B,"Principal Applied Study IV",001,61796,07,"M,W,F",1400,1450,,,PSI,IS,,"Y,Y",N,Y,N,,4,2,C Carter,R Pow,,"BMU",,,
MUS,445B,"Prncpl Appl Study IV-Perfor",001,61797,07,"M,W,F",1400,1450,,,PSI,IS,,"Y,Y",N,Y,N,,6,3,C Carter,N Dah,,,"MUAP",,
MUS,4504,"Spec Tpcs Applied Music",001,96671,99,,,,,,PSI,IS,,"Y,Y",N,N,N,,2,2,G Oh,,,"BMU",,,
MUS,4701,"Music in the Community",001,79244,99,,,,,,IND,IS,,"D,D",N,Y,N,,1,1,,,,"BMU",,,
MUS,4702,"Music in the Community",001,79246,99,,,,,,IND,IS,,"D,D",N,Y,N,,2,2,,,,"BMU",,,"MUS  6702-001"
MUS,4703,"Music in the Community",001,79248,99,,,,,,IND,IS,,"D,D",N,Y,N,,3,3,K Bulmer,,,"BMU",,,
NURS,1012,"Anatomy & Physiology II",001,61598,,"R",1300,1415,,,LEC,IP,"002,003,004","Y,Y",N,Y,N,,3,3,J Byrne,,,,"NURA,NURC",,
NURS,1012,"Laboratory",002,61599,,"R",0830,1030,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
NURS,1012,"Laboratory",003,66823,,"F",1030,1230,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
NURS,1012,"Laboratory",004,61601,,"R",1030,1230,,,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
NURS,1012,"Anatomy & Physiology II",030,96115,,"R,F",1300,1415,,,LEC,IP,"031,033,032","Y,Y",N,Y,N,,3,3,J Byrne,,,,"NURC",,
NURS,1012,"Laboratory",031,95090,,"M",1300,1500,,,LAB,IP,"030","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
NURS,1012,"Laboratory",032,95092,,"T",1300,1500,,,LAB,IP,"030","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
NURS,1012,"Laboratory",033,96116,,"R",1430,1630,,,LAB,IP,"030","Y,Y",N,N,,,0,NA,J Byrne,,,,,,
NURS,1014,"Health Assessment",001,61602,,"M",1000,1115,H,2956,LEC,IP,"004,003,002","Y,Y",N,Y,N,,3,3,J Collins,,,,"NURA,NURC",,
NURS,1014,"Laboratory",002,72786,,"R",1030,1230,H,2909,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Collins,,,,,,
NURS,1014,"Laboratory",003,94968,,"F",0800,1000,H,2909,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Collins,,,,,,
NURS,1014,"Laboratory",004,61603,,"R",0800,1000,H,2909,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Collins,,,,,,
NURS,1014,"Laboratory",005,97089,,"F",1030,1230,H,2909,LAB,IP,"001","Y,Y",N,N,,,0,NA,J Collins,,,,,,
NURS,1015,"Health Promotion",001,69721,,"M",1200,1315,H,2956,LEC,IP,,"Y,Y",N,Y,N,,3,3,K Collett,,,,"NURC",,
NURS,1016,"Caring/ Older Adult: Theory",001,81685,,"M",0830,0945,H,2956,LEC,IP,,"Y,Y",N,Y,N,,3,3,H Yacoubian,,,,"NURA,NURC",,
NURS,1520,"Caring/ Older Adult: Practi",001,62382,,"W",0730,1530,,,CLI,IP,,"Y,Y",N,Y,N,,3,3,K Collett,J Nic,,,"NURA,NURC",,
NURS,2015,"Health Alterations I:Theory",001,92639,,"R",1130,1245,H,2956,LEC,IP,,"Y,Y",N,Y,N,,3,3,N Lewis-Power,A Cra,,,"NURC",,
NURS,2515,"Health Alterations I: Pract",001,92641,,"T,W",0800,1600,,,CLI,IP,"002,004,003","Y,Y",N,Y,N,,3,3,A Crane,R Cha,,,"NURC",,
NURS,2515,"Laboratory",002,92665,,"M",0800,1000,H,2909,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Crane,,,,,,
NURS,2515,"Laboratory",003,92666,,"M",1030,1230,H,2909,LAB,IP,"001","Y,Y",N,N,,,0,NA,A Crane,,,,,,
NURS,2515,"Laboratory",004,92667,,"M",1300,1500,H,2909,LAB,,"001","Y,Y",N,N,,,0,NA,A Crane,,,,,,
NURS,3000,"Community Health: Theory",001,94979,,"R",1000,1115,H,2956,LEC,,"002,005,004,003","Y,Y",N,Y,N,,3,3,A Kearney,,,,"NURA,NURC",,
NURS,3000,"Community Health: Theory",002,94980,,"R",1445,1645,H,3454,SEM,,"001","Y,Y",N,Y,,,0,NA,K Jarvis,,,,,,
NURS,3000,"Community Health: Theory",003,94981,,"R",1445,1645,H,2908,SEM,IP,"001","Y,Y",N,Y,,,0,NA,J Collins,,,,,,
NURS,3000,"Community Health: Theory",004,94982,,"R",1445,1645,H,2910,SEM,IP,"001","Y,Y",N,Y,,,0,NA,H Yacoubian,,,,,,
NURS,3000,"Community Health: Theory",005,94983,,"F",1445,1645,H,2908,SEM,IP,"001","Y,Y",N,Y,,,0,NA,L Vivian-Book,,,,,,
NURS,3001,"Mental Health: Theory",001,90149,,"R",0830,0945,H,2956,SEM,IP,"002,005,004,003","Y,Y",N,Y,N,,3,3,N Snow,,,,"NURA,NURC",,
NURS,3001,"Mental Health: Theory",002,90151,,"R",1230,1430,H,2908,SEM,IP,"001","Y,Y",N,Y,,,0,NA,A Younas,,,,,,
NURS,3001,"Mental Health: Theory",003,90153,,"R",1230,1430,H,3454,SEM,IP,"001","Y,Y",N,Y,,,0,NA,E Monari,,,,,,
NURS,3001,"Mental Health: Theory",004,92793,,"F",1230,1430,H,3454,SEM,IP,"001","Y,Y",N,Y,,,0,NA,A Younas,,,,,,
NURS,3001,"Mental Health: Theory",005,96811,,"F",1230,1430,H,2908,SEM,IP,"001","Y,Y",N,Y,,,0,NA,D Belbin,,,,,,
NURS,3104,"Nursing Research",056,98781,,"R",1730,2030,,,LEC,IP,,"Y,Y",N,Y,N,,3,3,C Isler,,,,"NURA",,
NURS,3500,"Community Health Practice",001,94988,C64,"W",0800,1600,,,CLI,IP,,"Y,Y",N,Y,N,,3,3,K Jarvis,L Viv,,,"NURC",,
NURS,3501,"Mental Health: Practice",001,63409,C60,"M",0800,1600,,,CLI,IP,,"Y,A",N,Y,N,,3,3,D Belbin,E Mon,,,"NURC",,
NURS,3501,"Mental Health: Practice",002,96802,C62,"T",0800,1600,,,CLI,IP,,"Y,Y",N,Y,N,,3,3,D Belbin,E Mon,,,"NURC",,
NURS,4502,"Nurs Care Comm&Mntl Hlth St",001,73796,C60,"M",0800,1600,,,CLI,IP,,"Y,A",N,Y,N,,6,6,D Belbin,S Mat,,,"NURA",,
OCSC,2000,"Intro Biological Oceanograp",001,83625,18,"T,R",1030,1145,SN,3042,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Gagnon,,,,,,
OCSC,2001,"Intro Fisheries & Aquacultu",001,89778,G26,"T,R",1730,1845,EN,2007,LEC,IP,,"Y,Y",Y,Y,,,3,3,I Fleming,I Mcg,,,,,
OCSC,2100,"Chemical Oceanography",001,88411,03,"M,W,F",1000,1050,A,1046,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Trela,,,,,,"CHEM 2610-001"
OCSC,2200,"Intro Geological Oceanograp",002,98849,02,"M,W,F",0900,0950,,,LEC,IP,,"Y,Y",Y,Y,,,3,3,P Trela,,,,,,"EASC 2919-002"
OCSC,3002,"Aquaculture & Fisheries Bio",001,98182,16,"T,R",1200,1250,SN,1019,LEC,IP,,"Y,Y",Y,Y,,,3,3,M Rise,,,,,,
OCSC,3640,"Enviro Physiology of Animal",001,92968,17,"T,R",0900,1015,SN,3042,LEC,IP,,"Y,Y",Y,Y,Y,,3,3,I Mcgaw,,,,"BCMC,BCML,BCOP,BE/C,BIOL,BMRN,MNBL","BIOL","BIOL 3640-001"
OCSC,4910,"Hot Topics in Oceanography",001,92165,04,"M,W,F",1100,1150,C,4011,LEC,IP,,"Y,Y",Y,N,,,3,3,J Wroblewski,,,,,,
OCSC,4920,"Crustacean Biology",001,92167,,"W",1100,1400,C,2033,LEC,IP,,"Y,Y",Y,N,,,3,3,I Mcgaw,,,,,,
OCSC,4921,"Repr Strategies Marine Anim",056,92169,G25,"M,W",1730,1845,C,3053,LEC,IP,,"Y,Y",Y,N,,,3,3,I Fleming,,,,,,
OCSC,4940,"Immunobiology Aquatic Orgn",056,92171,G26,"T,R",1730,1845,C,3053,LEC,IP,,"Y,Y",Y,N,,,3,3,J Santander,,,,,,
OCSC,499A,"Honours Dissertation",001,92874,99,,,,,,LEC,IP,,"Y,Y",N,Y,,,0,3,,,,,,,
OCSC,499B,"Honours Dissertation",001,92838,99,,,,,,LEC,IP,,"Y,Y",N,Y,,,6,3,,,,,,,
ONAE,5020,"Marine Propulsion",001,94311,07,"M,W,F",1400,1450,EN,4034,LEC,IP,"002","Y,Y",N,Y,N,,3,3,W Qiu,,,,"ENSH",,
ONAE,5020,"Laboratory",002,98353,,"M,W",0900,1200,EN,4034,LAB,IP,"001","Y,Y",N,N,,,0,NA,W Qiu,,,,,,
ONAE,5022,"Probability & Random Proces",001,94313,08,"M,W,F",1500,1550,EN,4034,LEC,IP,,"Y,Y",N,Y,N,,3,3,D Molyneux,,,,"ENSH",,
ONAE,5034,"Marine Vibrations",001,94315,,"T,R",1100,1230,EN,4035,LEC,IP,"002","Y,Y",N,Y,N,,3,3,L Moro,,,,"ENSH",,
ONAE,5034,"Laboratory",002,98354,,"M",0900,1200,EN,4034,LAB,IP,"001","Y,Y",N,N,,,0,NA,L Moro,,,,,,
ONAE,8000,"ONAE Project",001,94716,,"M,W",1400,1700,EN,2078,LEC,,,"Y,Y",N,Y,N,,3,3,B Veitch,,"E8","BE","ENSH",,
ONAE,8034,"Applied Acoustics",001,94679,17,"T,R",0900,1015,EN,2078,LEC,IP,"002","Y,Y",N,Y,N,,3,3,,,,,"ENSH",,
ONAE,8034,"Laboratory",002,98355,62,"T",1400,1650,EN,1035,LAB,IP,"001","Y,Y",N,N,,,0,NA,,,,,,,
ONAE,8054,"Advanced Marine Vehicles",001,94718,03,"M,W,F",1000,1050,EN,2078,LEC,IP,,"Y,Y",N,Y,N,,3,3,D Molyneux,,,,"ENSH",,
ONAE,8074,"Arctic Ocean Engineering",001,94720,,"M,T,F",1300,1350,EN,1052,LEC,IP,"002","Y,Y",N,Y,N,,3,3,C Daley,,,,"ENCV,ENSH",,
ONAE,8074,"Laboratory",002,98356,64,"R",1400,1650,EN,1034,LAB,,"001","Y,Y",N,N,,,0,NA,C Daley,,,,,,
